,id,query,tokens,prediction
629,629,امتحانات کی شروع میشوند؟,"['امتحانات', 'شروع', 'میشوند']",1
630,630,کتابخانه کجاست؟,"['کتابخانه', 'کجاست']",2
631,631,مرکز خوابگاه ها کجاست؟,"['مرکز', 'خوابگاه\u200cها', 'کجاست']",2
632,632,چه مدل لباسی می توان پوشید؟,"['مدل', 'لباسی', 'می\u200cتوان', 'پوشید']",3
633,633,آیا در اهواز تا کنون برف باریده است؟,"['در', 'اهواز', 'کنون', 'برف', 'باریده']",5
634,634,یه کم به سلامت روان دانشجو اهمیت بدید.,"['یه', 'کم', 'سلامت', 'روان', 'دانشجو', 'اهمیت', 'بدید']",4
635,635,رمز عبور اینترنت دانشکده چیست ؟,"['رمز', 'عبور', 'اینترنت', 'دانشکده', 'چیست']",3
636,636,در انتخاب واحد ظرفیت برای درس ها را بیشتر کنید,"['در', 'انتخاب', 'واحد', 'ظرفیت', 'درس\u200cها', 'بیشتر', 'کنید']",4
637,637,تو سایت اوبونتو داریم؟,"['سایت', 'اوبونتو', 'داریم']",3
638,638,یکی از دانشجویان حال بدی دارد، او را کجا باید ببریم؟,"['یکی', 'دانشجویان', 'حال', 'بدی', 'دارد', 'او', 'کجا', 'باید', 'ببریم']",2
639,639,پایتخت یونان کجاست؟,"['پایتخت', 'یونان', 'کجاست']",2
640,640,اتاق استاد صادقی کجاست؟,"['اتاق', 'استاد', 'صادقی', 'کجاست']",2
641,641,اکانت دکتری حجم اضافه تری دارد؟,"['اکانت', 'دکتری', 'حجم', 'اضافه\u200cتری', 'دارد']",3
642,642,سقف تعداد واحد برای معدل الف چقدر است؟,"['سقف', 'تعداد', 'واحد', 'معدل', 'الف']",1
643,643,دانشکده چه ساعتی بسته میشه؟,"['دانشکده', 'ساعتی', 'بسته', 'میشه']",2
644,644,دانشکده تا ساعت چند باز است؟,"['دانشکده', 'ساعت', 'باز']",2
645,645,برای ثبت نام باید کجا برم؟,"['ثبت', 'نام', 'باید', 'کجا', 'برم']",1
646,646,دروس عمومی کجا ارايه میشه,"['دروس', 'عمومی', 'کجا', 'ارایه', 'میشه']",1
647,647,کامپیوتر شماره 22 مشکل دارد.,"['کامپیوتر', 'شماره', '۲۲', 'مشکل', 'دارد']",2
648,648,شرایط تغییر رشته چیه؟,"['شرایط', 'تغییر', 'رشته']",1
649,649,آموزش درستی از وظیفه استاد راهنما به ما دانشجویان گفته نشده.,"['آموزش', 'درستی', 'وظیفه', 'استاد', 'راهنما', 'دانشجویان', 'گفته', 'نشده']",4
650,650,فاصله ی بین شروع دو ترم کافی نیست.,"['فاصله\u200cی', 'بین', 'شروع', 'دو', 'ترم', 'کافی']",1
651,651,برنامه امتحانی رو کجا میتونم ببینم؟,"['برنامه', 'امتحانی', 'کجا', 'میتونم', 'ببینم']",1
652,652,آیا میتوانیم به صورت اینترنتی کتابی را ا درکتابخانه رزورو کنیم؟,"['میتوانیم', 'صورت', 'اینترنتی', 'کتابی', 'ا', 'درکتابخانه', 'رزورو', 'کنیم']",3
653,653,رمز اینترنت دانشکده چیست؟,"['رمز', 'اینترنت', 'دانشکده', 'چیست']",3
654,654,سربالایی دانشگاه اذیت کننده است,"['سربالایی', 'دانشگاه', 'اذیت', 'کننده']",5
655,655,آیا میتوانیم از سرور های دانشگاه استفاده کنیم؟,"['میتوانیم', 'سرور\u200cهای', 'دانشگاه', 'استفاده', 'کنیم']",2
656,656,چرا اندازه کلاس ها انقدر کوچک است؟,"['اندازه', 'کلاس\u200cها', 'انقدر', 'کوچک']",4
657,657,آب مایع است,"['آب', 'مایع']",4
658,658,بوفه مرکزی کجاست؟,"['بوفه', 'مرکزی', 'کجاست']",2
659,659,چه سالی هستیم الان؟,"['سالی', 'هستیم', 'الان']",5
660,660,با چه نمره ای مشروط می شویم؟,"['نمره\u200cای', 'مشروط', 'می\u200cشویم']",1
661,661,مدت استفاده از سایت دانشکده واسه هر فرد و هر مقطع چگونه است؟,"['مدت', 'استفاده', 'سایت', 'دانشکده', 'واسه', 'فرد', 'مقطع', 'چگونه']",3
662,662,نظرسنجی اساتید تا کی مهلت داره؟,"['نظرسنجی', 'اساتید', 'مهلت', 'داره']",1
663,663,آیا کتاب زبان اصلی در کتابخانه موجود است؟,"['کتاب', 'زبان', 'اصلی', 'در', 'کتابخانه', 'موجود']",3
664,664,اگر رمز عبور سامانه گلستان را فراموش کردیم چه کنیم؟,"['اگر', 'رمز', 'عبور', 'سامانه', 'گلستان', 'فراموش', 'کردیم', 'کنیم']",1
665,665,کارت دانشجویی ار کجا بگیرم؟,"['کارت', 'دانشجویی', 'ار', 'کجا', 'بگیرم']",2
666,666,سرپرست تیم ICPC دانشکده را کجا میتوانم ببینم؟,"['سرپرست', 'تیم', 'ICPC', 'دانشکده', 'کجا', 'میتوانم', 'ببینم']",2
667,667,چند غیبت در این ترم برایم ثبت شده است؟,"['غیبت', 'در', 'ترم', 'برایم', 'ثبت', 'شده_است']",1
668,668,شرایط ثبت نام افراد هیئت علمی چجوریه؟,"['شرایط', 'ثبت', 'نام', 'افراد', 'هیئت', 'علمی', 'چجوریه']",1
669,669,ون ها را بیشتر کنید,"['ون\u200cها', 'بیشتر', 'کنید']",4
670,670,کیفیت تدریس به سطح امتحان نزدیک نیست,"['کیفیت', 'تدریس', 'سطح', 'امتحان', 'نزدیک']",4
671,671,لطفا برای امتحانات ترم، فرجه در نظر بگیرید.,"['لطفا', 'امتحانات', 'ترم', 'فرجه', 'در', 'نظر', 'بگیرید']",4
672,672,سایت کجاست,"['سایت', 'کجاست']",2
673,673,امتحانات پایان ترم پائیز 1400 کیه؟,"['امتحانات', 'پایان', 'ترم', 'پائیز', '۱۴۰۰']",1
674,674,چرا امتحانات با یکدیگر تداخل دارند؟,"['امتحانات', 'یکدیگر', 'تداخل', 'دارند']",4
675,675,تعداد آبخوری های طبقات کم است,"['تعداد', 'آبخوری\u200cهای', 'طبقات', 'کم']",4
676,676,دوره کهاد چیه؟,"['دوره', 'کهاد']",1
677,677,میشه هم زمان دو رشته با هم خوند ؟,"['میشه', 'هم', 'زمان', 'دو', 'رشته', 'هم', 'خوند']",1
678,678,نمخوای کار کنی؟,"['نمخوای', 'کار', 'کنی']",5
679,679,ساعت حضور اساتید در دفترشان را از کجا بفهمیم,"['ساعت', 'حضور', 'اساتید', 'در', 'دفترشان', 'کجا', 'بفهمیم']",2
680,680,برای گرفتن کارنامه چه مراحلی نیاز است؟,"['گرفتن', 'کارنامه', 'مراحلی', 'نیاز']",1
681,681,دانشکده صبح ها چه ساعتی باز می شود؟,"['دانشکده', 'صبح\u200cها', 'ساعتی', 'باز', 'می\u200cشود']",2
682,682,بعضی کلاس ها را حضوری برگزار کنید,"['بعضی', 'کلاس\u200cها', 'حضوری', 'برگزار', 'کنید']",4
683,683,پس دانشگاه کی حضوری میشه؟,"['پس', 'دانشگاه', 'حضوری', 'میشه']",2
684,684,کتابخانه در روزهای تعطیل باز است؟,"['کتابخانه', 'در', 'روزهای', 'تعطیل', 'باز']",2
685,685,سربالایی دانشگاه خیلی بده,"['سربالایی', 'دانشگاه', 'خیلی', 'بده']",5
686,686,ساختمون IT کجاست؟,"['ساختمون', 'IT', 'کجاست']",2
687,687,آیا روی کامپیوتر های دانشکده جاوا نصب هست؟,"['روی', 'کامپیوتر\u200cهای', 'دانشکده', 'جاوا', 'نصب']",3
688,688,سایت دانشکده کی بازه.,"['سایت', 'دانشکده', 'بازه']",2
689,689,متروی نزدیک دانشگاه کجاست؟,"['متروی', 'نزدیک', 'دانشگاه', 'کجاست']",2
690,690,خوابگاه کجاست؟,"['خوابگاه', 'کجاست']",2
691,691,بخاطر آلودگی تعطیل نمیکنن؟,"['بخاطر', 'آلودگی', 'تعطیل', 'نمیکنن']",5
692,692,اگه کتابی که قرض گرفتم رو گم کردم باید چیکار کنم؟,"['اگه', 'کتابی', 'که', 'قرض', 'گرفتم', 'گم', 'کردم', 'باید', 'چیکار', 'کنم']",3
693,693,فوتبال دستی کجاست؟,"['فوتبال', 'دستی', 'کجاست']",2
694,694,ایستگاه ون های دانشگاه کجاست؟,"['ایستگاه', 'ون\u200cهای', 'دانشگاه', 'کجاست']",2
695,695,چرا شماره دانشجویی ام روی کتاب نخورده؟,"['شماره', 'دانشجویی', 'ام', 'روی', 'کتاب', 'نخورده']",3
696,696,چه دروسی این ترم ارائه شده؟,"['دروسی', 'ترم', 'ارائه', 'شده']",1
697,697,می خواهم با دکتر صفائی دیدار کنم.,"['می\u200cخواهم', 'دکتر', 'صفائی', 'دیدار', 'کنم']",2
698,698,از کجا میشه درس رو حذف کرد؟,"['کجا', 'میشه', 'درس', 'حذف', 'کرد']",1
699,699,شروع ترم جدید از چه تاریخیه؟,"['شروع', 'ترم', 'جدید', 'تاریخیه']",1
700,700,صابقه داشته که مهلت حذف ترم تمدید بشه ؟,"['صابقه', 'داشته', 'که', 'مهلت', 'حذف', 'ترم', 'تمدید', 'بشه']",1
701,701,سایت گلستان رو عوض کنید,"['سایت', 'گلستان', 'عوض', 'کنید']",4
702,702,سرویس بهداشتی کجاست؟,"['سرویس', 'بهداشتی', 'کجاست']",2
703,703,صد سال دیگر اینجا چه شکلی است؟,"['صد', 'سال', 'دیگر', 'اینجا', 'شکلی']",1
704,704,استاد فلان درس غیبت میکند و ما باید تاوانش را بدهیم,"['استاد', 'فلان', 'درس', 'غیبت', 'میکند', 'باید', 'تاوانش', 'بدهیم']",1
705,705,پایه اکثر صندلی های دانشکده لق می زند.,"['پایه', 'اکثر', 'صندلی\u200cهای', 'دانشکده', 'لق', 'می\u200cزند']",4
706,706,باشگاه دانشگاه چه ورزش هایی داره؟,"['باشگاه', 'دانشگاه', 'ورزش', 'هایی', 'داره']",2
707,707,هوا گاز است,"['هوا', 'گاز']",5
708,708,از کدام در بیاییم زودتر میرسیم؟,"['کدام', 'در', 'بیاییم', 'زودتر', 'میرسیم']",2
709,709,راه ارتباطی با فلان استاد چیست؟,"['راه', 'ارتباطی', 'فلان', 'استاد', 'چیست']",2
710,710,سایت ددانشکده در روزهای تعطیل باز است؟,"['سایت', 'ددانشکده', 'در', 'روزهای', 'تعطیل', 'باز']",2
711,711,فیریلنسری کار کردن رو چجوری شروع کنم؟,"['فیریلنسری', 'کار', 'کردن', 'چجوری', 'شروع', 'کنم']",1
712,712,ارتباط صنعت با دانشگاه را بیشتر کنید.,"['ارتباط', 'صنعت', 'دانشگاه', 'بیشتر', 'کنید']",4
713,713,شیر دستشویی خراب است رسیدگی کنید.,"['شیر', 'دستشویی', 'خراب', 'رسیدگی', 'کنید']",4
714,714,لابی دانشکده کامپیوتر کجا است؟,"['لابی', 'دانشکده', 'کامپیوتر', 'کجا']",2
715,715,نمره لازم برای پاس شدن چنده ؟,"['نمره', 'لازم', 'پاس', 'شدن', 'چنده']",1
716,716,چطور به نمراتمون اعتراض کنیم.,"['چطور', 'نمراتمون', 'اعتراض', 'کنیم']",1
717,717,اساتید خودشان دیر میاید ولی ما ۱ دقیقه دیر برسیم غیبت میزنند.,"['اساتید', 'خودشان', 'دیر', 'میاید', 'ولی', '۱', 'دقیقه', 'دیر', 'برسیم', 'غیبت', 'میزنند']",4
718,718,چرا وقتی درس پروژه ای تعریف نشده پروژه میدین؟,"['وقتی', 'درس', 'پروژه\u200cای', 'تعریف', 'نشده', 'پروژه', 'میدین']",4
719,719,مدتی که می شه کتاب امانت گرفت چقدره؟,"['مدتی', 'که', 'می\u200cشه', 'کتاب', 'امانت', 'گرفت']",3
720,720,رمزعبور اینترنت دانشکده رو میخواستم.,"['رمزعبور', 'اینترنت', 'دانشکده', 'میخواستم']",3
721,721,پایان ترم پاییز کی است؟,"['پایان', 'ترم', 'پاییز']",1
722,722,چه انجمن علمی هایی تو دانشکده وجود داره؟,"['انجمن', 'علمی', 'هایی', 'دانشکده', 'وجود', 'داره']",2
723,723,درآمد یک توسعه دهنده ی ارشد فرانت چه قدر است؟,"['درآمد', 'یک', 'توسعه', 'دهنده\u200cی', 'ارشد', 'فرانت', 'قدر']",5
724,724,برای ثبت,['ثبت'],1
725,725,بارش برف در ایران کم شده است,"['بارش', 'برف', 'در', 'ایران', 'کم', 'شده_است']",4
726,726,باشگاه دانشگاه چه ورزش هایی داره؟,"['باشگاه', 'دانشگاه', 'ورزش', 'هایی', 'داره']",2
727,727,حذف تکدرس کی شروع می,"['حذف', 'تکدرس', 'شروع', 'می']",1
728,728,چگونه ویندوز را کرک کنم؟,"['چگونه', 'ویندوز', 'کرک', 'کنم']",3
729,729,نمازخانه کجاست؟,"['نمازخانه', 'کجاست']",2
730,730,تعطیلات بین دو ترم خیلی کم است,"['تعطیلات', 'بین', 'دو', 'ترم', 'خیلی', 'کم']",4
731,731,شرایط مشروطی چیاس ؟,"['شرایط', 'مشروطی', 'چیاس']",1
732,732,شماره تلفن دفتر خانم دکتر شمس فرد؟,"['شماره', 'تلفن', 'دفتر', 'خانم', 'دکتر', 'شمس', 'فرد']",2
733,733,فلان استاد نمیتونه مباجث برسونه اخر ترم حجم کار میبره بالا,"['فلان', 'استاد', 'نمیتونه', 'مباجث', 'برسونه', 'اخر', 'ترم', 'حجم', 'کار', 'میبره', 'بالا']",4
734,734,لابی دانشکده کجاست؟,"['لابی', 'دانشکده', 'کجاست']",2
735,735,دانشگاه جمعه ها بازه یا نه؟,"['دانشگاه', 'جمعه\u200cها', 'بازه', 'نه']",5
736,736,آخرین مهلت نظر سنجی اساتید چه تاریخی است؟,"['آخرین', 'مهلت', 'نظر', 'سنجی', 'اساتید', 'تاریخی']",1
737,737,چه سالی هستیم الان به قمری؟,"['سالی', 'هستیم', 'الان', 'قمری']",5
738,738,بهترین استاد کامپیوتر کیست؟,"['بهترین', 'استاد', 'کامپیوتر', 'کیست']",2
739,739,بعضی اساتید رندوم نمره میدهند.,"['بعضی', 'اساتید', 'رندوم', 'نمره', 'میدهند']",4
740,740,مترو کجاست؟,"['مترو', 'کجاست']",2
741,741,آیا دانشگاه حمام دارد؟,"['دانشگاه', 'حمام', 'دارد']",2
742,742,معدلم تو ورودی ها چندمه؟,"['معدلم', 'ورودی\u200cها', 'چندمه']",5
743,743,افزایش سطح امکانات ازمایشگاه ها و کارگاه ها,"['افزایش', 'سطح', 'امکانات', 'ازمایشگاه\u200cها', 'کارگاه\u200cها']",4
744,744,تایم اتوبوس ها چیه؟,"['تایم', 'اتوبوس\u200cها']",4
745,745,برای کلاس درس ماژیک می خواهم.,"['کلاس', 'درس', 'ماژیک', 'می\u200cخواهم']",1
746,746,چرا بین کلاس ها تایم استراحت نداریم؟,"['بین', 'کلاس\u200cها', 'تایم', 'استراحت', 'نداریم']",4
747,747,اتاق 105 گچ نداره.,"['اتاق', '۱۰۵', 'گچ', 'نداره']",2
748,748,با چه معدلی مشروط میشوم؟,"['معدلی', 'مشروط', 'میشوم']",1
749,749,سقف تعداد واحد های قابل اخذ در هر ترم چقدر می باشد؟,"['سقف', 'تعداد', 'واحد\u200cهای', 'قابل', 'اخذ', 'در', 'ترم', 'می\u200cباشد']",1
750,750,کلاس درس پایگاه داده کجاست؟,"['کلاس', 'درس', 'پایگاه', 'داده', 'کجاست']",2
751,751,چجوری می تونم کارت کتابخونه رو بگیرم؟,"['چجوری', 'می\u200cتونم', 'کارت', 'کتابخونه', 'بگیرم']",3
752,752,حداکثر چند واحد می توانم حذف کنم؟,"['حداکثر', 'واحد', 'می\u200cتوانم', 'حذف', 'کنم']",1
753,753,رو سیستم ها لینوکس نصبه ؟,"['سیستم\u200cها', 'لینوکس', 'نصبه']",3
754,754,بوفه حقوق کجاست؟,"['بوفه', 'حقوق', 'کجاست']",2
755,755,ساعت برگزاری کلاس هوش مصنوعی کی میباشد؟,"['ساعت', 'برگزاری', 'کلاس', 'هوش', 'مصنوعی', 'میباشد']",2
756,756,دانشکده تا چه ساعتی باز است؟,"['دانشکده', 'ساعتی', 'باز']",2
757,757,آیا پنج شنبه ها دانشگاه تعطیله؟,"['پنج', 'شنبه\u200cها', 'دانشگاه', 'تعطیله']",2
758,758,آزمایشگاه شبکه کجاست؟,"['آزمایشگاه', 'شبکه', 'کجاست']",2
759,759,ترم تابستان از چه تاریخی آغاز میشود؟,"['ترم', 'تابستان', 'تاریخی', 'آغاز', 'میشود']",1
760,760,آلودگی امروز چجوریه؟,"['آلودگی', 'امروز', 'چجوریه']",5
761,761,مزایای ازدواج دانشجویی چیست؟,"['مزایای', 'ازدواج', 'دانشجویی', 'چیست']",1
